id	asv_clean	0129_cdfa_med_1	0129_cdfa_med_10_run2	0129_cdfa_med_12	0129_cdfa_med_13	0129_cdfa_med_14	0129_cdfa_med_15	0129_cdfa_med_16_run2	0129_cdfa_med_18	0129_cdfa_med_19	0129_cdfa_med_2	0129_cdfa_med_20	0129_cdfa_med_21	0129_cdfa_med_24	0129_cdfa_med_25	0129_cdfa_med_26	0129_cdfa_med_27	0129_cdfa_med_28_run2	0129_cdfa_med_3	0129_cdfa_med_30	0129_cdfa_med_31	0129_cdfa_med_32	0129_cdfa_med_33	0129_cdfa_med_36	0129_cdfa_med_37	0129_cdfa_med_38	0129_cdfa_med_39	0129_cdfa_med_4	0129_cdfa_med_42	0129_cdfa_med_43	0129_cdfa_med_44	0129_cdfa_med_45	0129_cdfa_med_5_run2	0129_cdfa_med_6	0129_cdfa_med_7	0129_cdfa_med_8	0129_cdfa_med_9	0201_med_CC29_1	0201_med_CC29_10	0201_med_CC29_11	0201_med_CC29_12	0201_med_CC29_13	0201_med_CC29_14	0201_med_CC29_15	0201_med_CC29_16	0201_med_CC29_17	0201_med_CC29_18	0201_med_CC29_19	0201_med_CC29_2	0201_med_CC29_20	0201_med_CC29_21	0201_med_CC29_22	0201_med_CC29_23	0201_med_CC29_24	0201_med_CC29_25	0201_med_CC29_26	0201_med_CC29_27	0201_med_CC29_28	0201_med_CC29_29	0201_med_CC29_3	0201_med_CC29_30	0201_med_CC29_31	0201_med_CC29_32	0201_med_CC29_33	0201_med_CC29_34	0201_med_CC29_35	0201_med_CC29_36	0201_med_CC29_37	0201_med_CC29_38	0201_med_CC29_39	0201_med_CC29_4	0201_med_CC29_40	0201_med_CC29_41	0201_med_CC29_42	0201_med_CC29_43	0201_med_CC29_44	0201_med_CC29_45	0201_med_CC29_46	0201_med_CC29_47	0201_med_CC29_48	0201_med_CC29_49	0201_med_CC29_5	0201_med_CC29_50	0201_med_CC29_51	0201_med_CC29_52	0201_med_CC29_53	0201_med_CC29_54	0201_med_CC29_56	0201_med_CC29_57	0201_med_CC29_58	0201_med_CC29_6	0201_med_CC29_60	0201_med_CC29_61	0201_med_CC29_62	0201_med_CC29_64	0201_med_CC29_65	0201_med_CC29_66	0201_med_CC29_67	0201_med_CC29_68	0201_med_CC29_69	0201_med_CC29_7	0201_med_CC29_70	0201_med_CC29_71	0201_med_CC29_72	0201_med_CC29_73	0201_med_CC29_74	0201_med_CC29_75	0201_med_CC29_76	0201_med_CC29_77	0201_med_CC29_78	0201_med_CC29_79	0201_med_CC29_8	0201_med_CC29_80	0201_med_CC29_9	CDFA_7d_CC29IRR1_PPA_run2	CDFA_7d_CC29IRR10_PPA_run2	CDFA_7d_CC29IRR2_PPA_run2	CDFA_7d_CC29IRR4_PPA_run2	CDFA_7d_CC29IRR5_PPA_run2	CDFA_7d_CC29IRR9_PPA_run2	CDFA_7d_CC29NIR1_PPA_run2	CDFA_7d_CC29NIR10_PPA_run2	CDFA_7d_CC29NIR4_PPA_run2	CDFA_7d_CC29NIR7_PPA_run2	CDFA_7d_CC29NIR9_PPA_run2	CDFA_7d_controlIRR1_PPA_run2	CDFA_7d_controlIRR10_PPA_run2	CDFA_7d_controlIRR4_PPA_run2	CDFA_7d_controlIRR5_PPA_run2	CDFA_7d_controlIRR6_PPA_run2	CDFA_7d_controlIRR7_PPA_run2	CDFA_7d_controlIRR8_PPA_run2	CDFA_7d_controlNIR10_PPA_run2	CDFA_7d_controlNIR3_PPA_run2	CDFA_7d_controlNIR6_PPA_run2	CDFA_7d_controlNIR9_PPA_run2	Enterobacter_CC2903	negative_control1	negative12_20control_PPA_run2	Positive1219_213683_PPA_run2
26cfdb2bcbd3a64a84e9b237d94a97eb	asv_1	90	0	45	46	46	56	1	23	28	4	31	19	63	78	82	76	1	3	14	17	10	4621	6	6	5	4	6	0	0	0	0	0	34	45	25	53	1818	1257	36837	32374	45306	1198	26335	50655	69449	48247	59947	619	68752	20439	18419	4908	11876	9351	3348	5528	8241	8608	1716	2095	19012	70994	39362	30150	75670	103165	15743	79701	60513	2384	36464	5873	18040	8269	2249	7439	4804	8130	5356	2910	439	12650	54	77	35	34	59	60	39	271	55	1265	1161	1568	1114	324	1590	1429	1689	2510	21	27	44	19	26	60	38	14	21	15	532	28	2660	1010	658	1466	301	1979	1127	0	78	0	4	24	11286	557	461	586	856	1194	569	2	11	0	0	0	7	9	11997
89bad9961f608b8c9ecf98ab46635b97	asv_2	456	75	292	519	107	357	159	120	363	910	82	362	101	248	101	4742	2321	371	744	560	254	15795	84	223	71	189	770	1009	13337	4704	19974	40154	188	496	174	409	27302	28398	434	221	276	287	366	455	630	398	422	23794	240	261	328	450	506	506	373	361	211	238	26766	247	325	331	263	178	191	136	124	147	169	18965	178	11060	6554	16711	4312	20985	13249	15645	22335	17106	21924	14184	161	108	104	144	260	446	311	12915	193	305	301	405	656	395	485	267	304	31530	20734	10130	26159	21199	21440	23995	13438	5098	10772	27046	25279	20578	49752	999	2253	2061	2046	2358	2432	4318	1675	3153	8480	2923	18	60	24	27	61	52	59	36	44	30	29	899	0	73	24
ed317c44d59de735af06bb73a4a2ee5e	asv_3	367	28	161	356	133	243	36	115	296	788	95	279	77	224	105	4786	2152	352	728	542	244	15415	85	192	84	149	668	990	12308	4187	18865	36426	140	399	181	319	23320	25011	321	178	199	202	304	343	405	220	280	22960	177	203	201	259	286	362	226	249	162	180	24719	165	283	235	201	138	179	113	89	114	170	18062	176	10300	6276	16422	3863	19346	12671	15283	21806	16830	18605	14427	123	85	113	154	242	274	189	11522	148	150	204	261	322	257	267	159	194	28658	19887	9549	24207	19953	19699	21887	13450	4843	10141	25687	21540	19555	41965	912	2024	1953	2012	2159	2243	4171	1712	2778	8153	2900	15	32	13	11	45	10	20	14	14	18	24	884	0	27	12
badd51026176fcf9471de6cf2624087a	asv_4	851	4431	936	57815	27097	3504	2938	25325	37188	26969	618	48557	26488	15120	36178	685	27	15715	13410	21947	18444	920	3160	3306	497	6920	21593	13983	9971	11403	588	11	2190	39088	640	49499	97	122	112	83	95	79	88	125	112	106	121	72	77	111	76	83	130	148	136	157	82	129	81	95	108	146	103	126	81	81	90	77	98	54	113	64	84	48	58	63	49	63	79	20	82	18	21	17	32	13	23	54	47	57	25	48	24	66	0	0	0	0	0	77	0	1	0	6	0	11	5	0	7	0	83	0	115	22	1	39	13	4	0	13	5195	3	257	7	16	2867	810	2586	1476	3284	1533	1528	2687	1881	1382	1	0	0	0
1765b330846289ef870f0af79036148a	asv_5	818	4222	726	52738	26360	3386	94	24519	35051	25679	516	45165	25390	14565	34943	686	29	14874	13010	20622	17776	936	3021	3215	465	6908	20854	13840	9480	10859	632	4	2214	35857	599	46056	101	71	121	95	99	84	100	133	107	96	104	83	80	101	79	70	114	125	120	114	122	136	86	103	115	174	92	105	125	97	90	85	91	76	138	90	69	80	58	88	56	54	82	24	75	24	25	19	22	25	24	56	43	81	43	53	31	76	0	8	0	0	0	60	0	0	0	0	0	0	3	0	0	0	103	0	113	11	0	40	11	0	0	7	5067	1	217	3	16	2989	758	2663	1543	3153	1581	1480	2901	1818	1441	0	0	3	3
9ea812d2b48792e6eb9b6a8aad37a247	asv_6	0	0	95	123	114	124	0	58	80	7	57	54	128	196	158	145	0	0	12	16	9	6	5	5	8	0	0	0	2	0	2	0	82	120	94	91	53	79	41245	12217	19837	494	17480	17133	54621	184	39220	17	23014	10033	5496	1509	4860	5770	525	2537	14314	3131	120	2824	9888	34261	19292	9055	75001	9439	23383	34766	8495	40	10635	3079	1002	2264	2088	902	388	147	240	406	38	1478	65	33	26	17	21	43	10	29	32	32	253	143	97	33	79	163	88	29	27	16	39	41	15	87	20	14	21	22	46	23	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a84130117c4050e165199bce9ce5520e	asv_7	0	0	7	23	14	25	0	13	16	0	7	11	22	25	29	19	0	0	3	0	8	0	2	2	0	0	0	0	0	0	0	0	13	12	13	11	25	81	13935	11891	16557	521	9789	19152	24720	19510	21826	22	24526	7386	6434	1570	4332	3264	1174	1951	3150	3287	38	657	7184	25551	14881	11698	27574	35719	5827	27831	21596	34	12775	2183	7018	2844	837	2958	1688	2863	1972	1036	15	4841	22	18	10	17	33	11	15	25	24	7	18	12	13	8	13	20	0	23	4	4	11	9	12	11	14	2	9	5	20	7	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75389db78ba52fb30f5ccebc73eb13b0	asv_8	198	57	81	259	69	240	105	45	187	460	63	184	31	144	27	2441	1215	216	384	268	116	8244	34	93	38	89	461	515	7217	2320	10302	23540	100	317	106	189	14518	15065	277	144	165	187	235	301	425	251	287	12798	144	167	232	300	308	305	203	288	122	186	14268	168	179	232	182	89	102	70	90	77	136	9705	130	5671	3421	8590	2103	10995	6784	8109	11738	9091	11349	7596	128	57	78	90	157	305	200	6807	144	140	214	259	406	294	321	176	220	17035	10745	5458	14036	10904	11379	12575	7096	2652	5710	14385	15263	11174	27644	531	1121	1037	1026	1124	1289	2183	892	1614	4577	1497	15	29	17	22	35	25	53	12	40	34	14	490	0	29	20
c78f4f4b3fa22dbbb3a21d79743e7ace	asv_9	193	17	88	224	52	168	20	55	197	448	92	191	36	169	71	2463	1151	207	426	315	143	8117	48	103	46	93	409	506	6748	2354	10121	21443	94	279	156	239	13806	14423	269	150	138	178	230	213	283	138	198	12112	105	126	162	171	188	281	157	165	113	133	13575	102	158	154	144	104	105	50	46	62	105	9736	121	5520	3547	8496	2143	10796	6478	7748	11409	8632	10211	7539	109	61	82	90	152	185	120	6453	97	131	123	153	249	167	220	96	93	15777	10456	5253	13818	10724	10890	12165	7189	2517	5468	14361	12853	10862	25689	512	1104	1064	1059	1199	1149	2159	851	1459	4330	1506	3	13	5	5	25	4	15	10	8	6	12	420	6	13	8
dc1e5bd374efca11fa71f3044140c070	asv_10	32	22	140	197	144	172	80	118	149	60	109	159	0	4	0	0	21	33	5	7	0	10	0	0	0	0	63	112	186	123	172	67	8	37	9	25	4203	4141	82	82	166	72	56	91	310	249	286	1744	269	14198	19122	26698	28754	4397	21452	10669	6947	22877	2847	2306	159	213	46	48	39	44	86	39	25	633	29	46	551	60	74	136	62	50	84	68	8987	64	42	35	53	29	55	995	390	1220	240	27639	21883	21562	21061	13250	24079	25292	30542	6363	264	242	327	73	58	66	45	112	56	55	1334	70	3819	21	15	35	10	5	0	30	19	16	27	16	11	88	30	135	77	76	88	15	51	16	11	0	0	22	12
449433e16f3c390f56aa16cd23613d4d	asv_11	682	25	290	330	226	347	44	176	273	544	242	241	113	102	106	2313	1027	450	546	354	290	7620	78	137	120	122	512	633	6501	2190	9712	16129	280	257	0	305	11871	12700	177	91	116	121	151	144	207	135	151	11200	85	124	154	191	215	183	166	153	77	97	12128	86	120	125	97	58	71	47	45	66	58	8834	73	5177	3114	7735	1992	9537	6144	7548	10585	8118	9473	6993	70	33	58	43	104	135	147	5619	70	190	132	153	224	153	192	162	164	14079	9689	4860	12399	9634	9689	10974	6790	2510	5203	12379	9923	9574	20967	489	986	1055	994	1097	1187	2068	818	1381	3980	1434	10	15	0	25	18	24	42	9	28	25	15	419	5	17	10
b5d13b9a826fa0fed6ff7e8eb34c83ca	asv_12	12832	1649	673	21955	10975	24462	13	10863	13867	11124	22107	18134	10662	6268	14238	293	11	7770	5672	9423	8357	573	3337	4736	1461	3066	8895	6200	4309	4994	303	0	26560	14672	27789	18044	88	162	143	114	120	114	144	197	134	100	77	85	77	93	83	101	117	122	107	105	89	92	94	63	112	129	71	60	52	57	49	38	35	61	67	44	49	42	26	37	37	29	60	23	76	20	17	20	22	17	32	35	31	57	22	39	20	42	0	10	0	0	0	78	0	0	0	0	0	0	0	0	0	0	96	0	148	0	4	17	12	5	12	9	1947	8	125	5	14	1382	388	1276	722	1440	679	717	1237	922	659	0	0	0	0
39bb331d33263d4d738468056f445543	asv_13	451	2336	401	29875	14050	1849	133	13032	19341	13639	310	24823	14097	8273	19509	382	11	8102	6626	11022	9282	521	1639	1767	247	3482	10991	7032	5101	5981	305	4	1180	20113	332	26395	67	58	61	65	67	59	51	83	77	82	62	51	48	61	61	48	73	71	100	92	68	75	58	71	76	75	59	67	65	65	60	47	61	61	81	39	44	36	34	52	35	35	62	13	53	11	10	7	13	8	17	34	26	34	25	33	13	48	0	0	0	0	0	44	0	0	0	0	0	0	1	0	0	0	67	0	85	10	2	33	9	2	3	7	2857	2	129	0	10	1556	417	1386	806	1760	785	802	1516	1046	781	2	0	0	1
7c4f2bdea421c4ee3ba4df8c310bccd1	asv_14	186	8	445	133	60	123	19	38	98	221	62	101	30	82	35	1991	906	144	356	152	108	6776	32	71	29	58	197	435	5334	1930	8072	15249	65	127	88	121	9810	10189	128	73	64	77	108	126	197	135	143	9700	75	94	104	146	133	129	91	93	45	52	10046	56	82	77	75	66	63	25	34	59	59	7847	57	4381	2738	7474	1669	8110	5758	6561	9690	7753	7835	6520	66	27	37	39	89	75	70	4854	34	52	67	83	124	77	90	59	77	11733	8732	4219	9478	8680	8219	8291	5235	1911	4303	10494	8891	8084	15262	441	917	819	835	904	922	1943	829	1282	3722	1346	0	7	4	0	12	6	42	0	5	11	0	440	0	16	0
397d23e0114650ce8a14771ec61afcd7	asv_15	0	0	64	86	66	70	0	29	40	0	31	36	59	104	94	85	0	0	4	14	3	6	0	0	0	3	2	0	0	0	0	0	53	63	55	47	45	45	22424	6526	11108	254	9871	9728	29711	126	21733	8	13334	5763	3272	936	2901	3402	379	1598	8190	2061	71	1546	5814	18900	10091	5129	39141	5427	13191	19009	5504	24	6344	1985	581	1444	1230	542	254	64	153	221	24	910	40	16	10	17	17	27	9	10	21	26	136	107	70	29	59	96	44	19	15	10	21	15	6	53	12	20	9	12	28	23	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b77df083d25ba41454269c3d10a3078f	asv_16	454	2106	469	26982	13261	2031	22	12278	18149	13563	395	23569	13770	7936	17984	404	10	7851	6558	10748	8957	482	1758	1803	289	3669	10248	6707	4929	5443	333	2	1267	18829	334	23930	72	64	50	43	52	42	49	80	81	75	56	57	46	52	50	68	60	77	68	76	58	87	54	60	66	72	61	64	65	41	52	43	58	34	98	33	30	33	27	40	37	39	38	13	55	16	8	4	13	4	11	33	29	41	31	33	22	23	0	0	0	0	0	54	0	0	0	0	15	0	0	0	0	0	70	0	65	9	0	15	10	2	0	8	2582	5	124	0	13	1528	435	1324	788	1751	824	787	1371	953	734	0	0	0	7
079ad8cbb5c381954fad7050a71dd464	asv_17	418	2194	340	25603	12839	1656	9	11780	17053	12712	256	21676	12566	7242	17358	356	8	7599	6349	10125	8667	398	1552	1678	234	3545	9673	6795	4851	5523	277	0	1042	17780	269	22638	47	52	68	44	45	30	41	48	61	48	51	36	32	41	39	36	49	68	69	56	59	64	43	60	66	67	59	34	46	36	58	36	41	32	53	43	38	38	29	31	33	21	29	10	25	8	18	6	11	6	10	29	27	32	15	22	25	28	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	38	0	54	7	0	21	10	0	4	4	2654	4	133	0	10	1446	402	1295	813	1674	755	751	1448	990	775	0	0	3	6
318febe7ce73d17264ca6afa415671cd	asv_18	33	16	118	118	127	153	34	91	104	62	113	118	0	0	0	0	12	34	0	5	0	0	4	0	0	0	60	105	113	104	105	17	19	18	18	11	2500	2463	57	36	106	45	26	67	170	146	150	1021	125	8503	10970	15508	17553	2729	11741	5891	4105	12578	1666	1338	87	147	25	26	24	26	60	25	18	364	23	28	270	26	36	107	43	22	42	31	5215	42	29	18	61	29	35	555	207	779	114	16831	13534	12758	12205	7183	14273	14527	18410	3997	101	107	197	26	32	42	25	70	27	27	788	34	2226	0	12	0	7	11	11	8	15	15	16	6	0	53	13	57	42	41	44	7	26	11	8	0	0	14	0
be23b6b6ab37876e2f4766e87fc67788	asv_19	29	10	109	161	111	106	32	90	103	40	89	85	0	0	0	0	0	39	0	0	0	0	0	0	4	0	40	81	122	100	95	14	21	19	8	7	2642	2494	59	54	88	38	27	55	118	143	136	918	118	8384	11039	15234	18741	2999	11462	5623	4511	11950	1599	1349	94	130	36	40	33	23	28	12	13	318	29	21	318	30	33	83	32	27	49	42	5153	26	35	21	34	35	38	492	193	814	120	16250	13613	13362	11581	7537	13993	14260	17520	3950	116	106	198	21	38	27	20	48	31	22	780	35	2333	9	0	12	0	5	0	0	5	3	7	0	4	31	13	52	38	42	30	0	23	12	5	0	0	0	0
90aaf755baf6fd7ff21654086acaed51	asv_20	38	6	91	87	121	103	25	64	84	29	101	68	0	0	0	0	8	40	0	0	0	0	0	5	0	0	29	94	80	72	90	17	12	15	26	0	2319	2519	59	55	95	45	31	42	143	119	162	957	156	8226	10352	14248	16476	2691	11273	5712	4323	12373	1590	1387	78	99	28	24	42	27	65	22	18	357	33	35	306	32	52	76	45	24	51	37	5055	41	47	31	60	31	61	532	196	749	142	15673	13249	12235	11449	7639	13340	13985	16399	3747	137	106	189	25	32	28	24	67	23	30	724	38	2141	12	5	10	4	4	6	0	6	7	0	7	5	59	18	57	23	49	21	3	20	0	6	0	0	7	9
2334bdcb7b478c48d9a3974af98b1425	asv_21	46	11	120	151	128	128	33	82	111	53	89	92	0	3	0	0	3	38	9	2	0	0	0	0	0	0	52	94	118	93	120	11	14	21	10	21	2568	2388	40	28	99	59	29	57	140	149	151	916	129	7911	10208	14015	16183	2624	10686	5544	4107	11425	1472	1214	68	140	27	25	26	27	41	12	14	323	23	24	307	36	36	76	45	26	47	31	4693	31	28	21	46	32	36	470	195	751	118	14963	12337	11507	10543	6939	13091	12606	16061	3736	117	97	181	39	32	37	38	86	45	34	806	52	2172	8	0	8	6	6	0	0	9	7	13	3	3	49	9	58	32	40	30	4	22	10	4	0	0	9	4
451686b3b53dbfa72ac5e6c1483452ab	asv_22	26	10	90	125	92	117	26	65	111	26	74	105	0	2	0	0	6	28	7	0	0	7	0	0	0	0	41	68	109	81	106	21	0	16	11	15	2466	2339	46	51	103	40	32	48	130	139	160	799	141	7893	9895	13661	14981	2538	10470	5500	3966	12163	1462	1240	84	140	30	33	40	20	52	22	23	334	24	26	307	39	47	76	42	33	52	21	4762	34	39	23	54	25	56	502	196	689	138	14378	11938	10680	10396	6510	12314	12002	15421	3624	127	111	188	40	47	42	33	94	48	32	797	52	2106	0	4	0	8	0	16	3	10	10	10	0	1	40	7	60	40	50	25	4	34	6	6	0	0	0	3
30f9cba6c037984238cdfa1f4302c30a	asv_23	49	13	113	105	111	141	26	74	80	33	92	111	0	0	0	0	11	29	4	0	3	0	0	2	0	9	42	73	88	84	110	33	12	18	25	9	1948	2135	77	52	119	54	25	53	136	130	125	799	152	7054	9153	13106	13148	1982	10713	5547	3239	11235	1519	1109	70	119	28	21	32	25	53	22	13	318	16	21	263	48	44	101	50	35	60	46	4479	27	24	12	54	23	55	514	165	577	99	13354	10509	10357	9755	6428	11494	11993	14540	3029	126	119	173	45	46	46	39	98	53	40	691	53	1931	16	0	21	7	0	0	6	0	0	16	3	6	53	14	76	41	44	28	11	19	8	6	0	0	0	11
9a40cb2d98f0921ceab8fd8212fd6b9f	asv_24	48280	0	460	781	169	482	3	3079	246	1902	444	145	34	15	81	81	7	850	285	593	291	378	124	107	110	57	364	48	7	98	2	3	428	326	112222	218	76	197	133	151	145	118	111	137	4	8	0	95	6	6	6	0	3	0	11	13	7	0	115	9	12	0	0	0	2	0	0	0	0	71	0	10	0	11	0	11	6	8	14	0	109	0	0	0	0	0	0	0	0	76	0	0	0	0	0	8	5	0	0	76	0	0	0	0	0	0	0	0	0	0	124	2	171	0	11	0	5	3	25	2	11	16	4	3	26	193	128	179	114	141	89	67	87	275	110	1	0	0	0
5d9c15cf5559a810066f45dc28977126	asv_25	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	167	191	181	189	0	79	103	94	67	0	0	0	0	0	19	28	34	41	13	34	7	36	23	26	33	27	46	13	29	3	40	25	24	22	26	12	32	18	0	42	15	15	17	41	6	17	6	55	24	10	12	29	39	7	26	0	24	226	13	177	27085	14415	8347	27164	33931	17145	17482	42	22087	83	97	145	14	9	23	25	18	7	24	0	29	18	17	18	27	7	20	0	27	21	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
940bc600aa2744005802f3a8738e1f56	asv_26	131	105	394	2916	1271	38396	26	670	1035	589	36106	1755	564	187	936	78	0	2786	254	300	275	162	3677	5818	2190	100	410	167	186	156	69	0	44549	1159	255	1778	21	78	143	65	99	60	87	89	98	99	80	29	43	89	70	70	98	88	105	101	67	72	21	66	82	79	25	10	26	10	10	12	20	12	16	18	20	20	8	12	10	17	8	34	11	24	30	18	15	21	38	16	8	15	0	0	8	10	0	0	9	0	0	23	0	0	0	0	0	0	0	0	0	0	30	0	91	4	0	0	0	0	1	5	191	9	7	2	0	38	21	72	6	36	18	37	61	54	40	0	0	0	0
e24d9768a6773b33a20ed158f8df5786	asv_27	0	0	27	45	42	54	0	16	25	0	21	18	48	59	61	51	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	39	41	33	31	16	31	11425	3461	5799	128	5009	5147	14859	54	10941	8	7027	3020	1701	497	1506	1685	185	809	4102	971	29	737	2950	9544	5582	2591	20429	2827	6928	9739	2717	16	3228	1015	320	726	681	281	130	40	66	110	20	464	36	12	14	6	10	14	6	21	11	19	106	49	32	13	28	41	26	8	15	8	8	23	0	32	9	13	0	13	18	7	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9739873aee50615d9aaea53d7ce3191f	asv_28	0	0	24	38	36	48	0	12	24	0	18	18	44	67	45	47	0	0	0	5	4	7	0	0	0	0	0	0	0	0	0	0	23	27	26	31	13	19	10931	3374	5610	118	4725	4988	14919	43	10405	0	6976	2835	1656	399	1354	1569	167	678	4018	884	21	808	2597	9197	4869	2439	18651	2884	7080	9169	2617	16	3062	816	308	721	627	276	111	29	65	90	10	440	18	0	8	8	8	10	6	9	7	14	70	48	24	18	28	41	24	10	11	5	12	10	0	23	9	3	3	0	15	8	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
865ed18d918ac007df3bc98491053a23	asv_29	1	25	12	22	13	22	2	16	18	0	10	14	52	63	47	49	0	0	95	93	80	80	952	216	472	25	2	5	9	4	2	0	348	456	264	520	10	12	324	937	294	853	570	374	1220	1083	1171	11	472	714	47	183	1336	1037	243	272	70	502	5	42	256	3380	1304	1410	597	3007	308	2816	603	12	403	7100	7636	4990	12377	20994	7385	682	2402	1442	95	3342	27	38	120	26	36	218	84	18	49	323	20926	1464	556	221	43	1032	740	25	12	20	3	14	2	6	23	69	11	12	6	0	10	7	2	0	0	0	10	2	48	1	17	5	0	0	11	37	1	0	0	0	14	0	39	0	0	0	13
1b9cbc54570456ab98bb04a796c2e49a	asv_30	22085	0	306	404	138	247	1	1471	134	920	250	72	39	10	62	47	5	434	149	276	187	197	50	79	77	29	184	51	21	87	0	4	238	180	49822	149	59	103	85	76	82	67	86	87	10	0	0	68	6	1	0	4	7	17	6	10	10	0	72	0	5	0	0	0	0	0	0	0	0	43	0	8	0	0	4	6	4	5	0	0	74	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	86	0	103	0	4	0	1	0	12	0	8	15	0	6	14	74	81	84	44	78	56	39	49	140	58	0	0	0	0
19b90e84400478a7817b3b3cd30194bf	asv_31	583	9	181	384	489	20893	12	168	149	95	19640	227	73	23	133	21	0	1402	76	44	62	60	1838	3028	1106	36	69	35	8	43	19	0	22834	171	2340	224	0	67	77	61	62	53	45	67	43	22	39	9	33	37	50	36	55	41	57	30	45	38	6	26	29	35	0	0	0	0	2	11	5	20	8	0	0	3	0	4	0	0	0	8	21	7	26	8	14	14	19	0	0	18	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	1	0	0	0	24	0	0	0	0	0	0	0	0	7	0	15	4	14	23	0	0	0	0
f572bb446c2d32e54bb3cc90e6dc5524	asv_32	143	0	128	198	520	21676	7	99	112	41	19612	119	47	0	43	13	0	1322	86	0	52	94	1881	2986	1217	44	37	30	0	24	33	0	23221	124	0	129	0	39	69	21	39	22	41	47	35	33	35	0	21	35	32	31	31	30	48	30	34	39	0	38	32	36	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	10	12	5	10	18	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	13	17	0	0	0	0
2a0719235105cd8452d19db206aef8e7	asv_33	45	0	137	187	459	21238	10	91	82	13	19518	106	39	13	31	17	0	1279	74	10	31	67	1942	3003	1064	40	48	15	9	24	18	0	22510	68	79	96	0	52	40	32	38	33	37	46	17	41	35	6	19	34	27	37	43	52	38	33	24	21	2	27	33	34	3	0	0	0	0	0	0	3	0	0	3	1	0	0	0	1	0	9	3	11	8	13	10	7	20	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	10	9	16	13	0	0	0	0
e4b7cd666c5f12bee73b0608448fd815	asv_34	0	0	108	126	363	19624	7	41	67	11	19149	55	19	5	20	7	0	1276	57	0	22	77	1821	3088	1080	30	35	15	0	13	28	0	21536	58	77	63	4	37	45	33	34	30	26	45	25	16	42	11	23	25	27	30	48	29	46	38	44	41	0	31	25	26	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	20	0	15	19	16	11	0	16	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	8	11	16	0	0	0	0
c8024bf5820ea69211b88ae4fb5645c5	asv_35	36	0	112	182	435	18843	12	72	67	7	18182	69	31	5	31	26	0	1270	53	11	25	69	1754	2921	1155	27	25	25	3	15	19	0	21458	54	80	73	6	43	41	30	41	35	36	58	29	33	23	3	29	30	19	29	34	27	22	35	23	28	0	16	24	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	2	10	14	8	11	10	13	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	45	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	3	10	8	12	17	0	0	0	0
07df04935fcfa4428b317ee62d033ce1	asv_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	75	81	83	86	0	42	56	47	30	0	0	0	19	0	19	12	27	42	26	14	0	39	26	16	0	13	19	28	24	0	32	0	16	19	45	22	22	19	0	38	42	16	17	36	0	16	0	21	35	15	11	7	20	0	9	0	21	120	9	105	10316	5429	2951	10817	13333	6431	7065	20	8729	41	53	75	8	0	14	21	6	0	12	0	35	0	9	12	15	9	12	0	19	14	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
